budget,popularity,revenue,runtime,title,vote_average,vote_count,,,,,,,,,,
20000000,52.456505,303788635,135,Close Encounters of the Third Kind,7.2,1098,,,,,,,,,,
15000000,30.196039,13060843,135,25th Hour,7.2,629,,,,,,,,,,
40000000,37.073127,244931766,135,Love Actually,7,1869,,,,,,,,,,
28000000,7.534003,64445708,135,Miracle,7,159,,,,,,,,,,
5000000,5.960149,13269963,135,Lone Star,6.9,77,,,,,,,,,,
40000000,12.229516,45916769,135,The Rainmaker,6.7,235,,,,,,,,,,
40000000,10.433667,31670620,135,Rent,6.7,155,,,,,,,,,,
35000000,2.877488,15000000,135,The Horseman on the Roof,6.7,25,,,,,,,,,,
20000000,13.032308,4001121,135,I'm Not There.,6.6,195,,,,,,,,,,
75000000,22.179658,136982834,135,Conspiracy Theory,6.5,431,,,,,,,,,,
30000000,19.106154,30536013,135,The New World,6.4,330,,,,,,,,,,
4100000,4.028875,36000000,135,The Robe,6.4,42,,,,,,,,,,
175000000,44.640292,264218220,135,Waterworld,5.9,992,,,,,,,,,,
45000000,10.731574,53854588,135,Tin Cup,5.9,150,,,,,,,,,,
120000000,17.060695,93945766,135,Speed Racer,5.7,354,,,,,,,,,,
50000000,7.44268,10382407,135,The Scarlet Letter,5.5,108,,,,,,,,,,
1300000,0.072066,639000,135,Journey from the Fall,5,1,,,,,,,,,,
20000000,95.9229,187000000,134,12 Years a Slave,7.9,3674,,,,,,,,,,
55000000,52.786917,95000000,134,Captain Phillips,7.6,2454,,,,,,,,,,
2000000,17.639478,7600000,134,The Hustler,7.6,240,,,,,,,,,,
14000000,44.135568,178043761,134,Brokeback Mountain,7.5,1480,,,,,,,,,,
11500000,15.355589,23237911,134,The Remains of the Day,7.5,202,,,,,,,,,,
3500000,7.821438,13007551,134,In Cold Blood,7.4,82,,,,,,,,,,
30000000,46.212155,199200000,134,The Hunt for Red October,7.2,957,,,,,,,,,,
30000000,4.952735,8454301,134,Barney's Version,7.2,129,,,,,,,,,,
5000000,22.9951,24804129,134,Race,7.1,478,,,,,,,,,,
60000000,23.85119,122233971,134,Invictus,7,1125,,,,,,,,,,
40000000,68.794673,320170008,134,The Conjuring 2,7,1949,,,,,,,,,,
40000000,14.199933,67347013,134,Jersey Boys,6.8,255,,,,,,,,,,
28000000,7.039189,5684789,134,Kundun,6.8,91,,,,,,,,,,
70000000,14.486311,154937680,134,Dreamgirls,6.6,284,,,,,,,,,,
45000000,6.803965,38058335,134,The Producers,6.1,151,,,,,,,,,,
55000000,19.143321,127600435,134,First Knight,5.9,311,,,,,,,,,,
55000000,7.027139,141047179,134,Evita,5.9,120,,,,,,,,,,
24000000,2.753313,21049053,134,The Wiz,5.9,58,,,,,,,,,,
115000000,18.714197,77628265,134,Windtalkers,5.8,341,,,,,,,,,,
75000000,18.65988,13100000,134,Sphere,5.8,476,,,,63,,,,,,
36000000,23.380757,160000000,134,Never Say Never Again,5.8,338,,,,,,,,,,
35000000,38.429648,88058786,134,This Is 40,5.6,896,,,,,,,,,,
3000000,127.525581,108981275,133,One Flew Over the Cuckoo's Nest,8.2,2919,,,,,,,,,,
25000000,49.510658,412800000,133,Rain Man,7.6,1709,,,,,,,,,,
27000000,44.714264,115229890,133,The Blues Brothers,7.5,1065,,,,,,,,,,
58800000,87.53437,542307423,133,American Sniper,7.4,4469,,,,,,,,,,
37000000,57.773583,173567581,133,Creed,7.3,1915,,,,,,,,,,
3000000,5.344815,9012000,133,Red River,7.3,82,,,,,,,,,,
30000000,26.952727,160638883,133,Legends of the Fall,7.2,619,,,,,,,,,,
5800000,4.49029,6800000,133,The Train,7.2,72,,,,,,,,,,
50000000,46.180421,110206216,133,Moneyball,7,1381,,,,,,,,,,
30000000,34.421696,51148651,133,The Next Three Days,6.9,905,,,,,,,,,,
145000000,77.77477,694713380,133,Mission: Impossible - Ghost Protocol,6.8,3972,,,,,,,,,,
110000000,2.871739,407711549,133,X2,6.8,3506,,,,,,,,,,
38000000,30.359164,58401898,133,The Ninth Gate,6.3,756,,,,,,,,,,
17000000,18.790102,29536299,133,Brooklyn's Finest,6.2,293,,,,,,,,,,
32000000,28.22119,156167015,133,Licence to Kill,5.9,541,,,,,,,,,,
140000000,54.159392,431971116,133,Die Another Day,5.8,1092,,,,,,,,,,
70000000,23.25645,134748021,133,Wall Street: Money Never Sleeps,5.8,493,,,,,,,,,,
60000000,28.800112,204594016,133,Eat Pray Love,5.8,636,,,,,,,,,,
55000000,17.231675,121969216,133,Executive Decision,5.8,256,,,,,,,,,,
64000000,4.137237,74608570,133,Random Hearts,5.3,63,,,,,,,,,,
70000000,46.832372,17752940,133,Blackhat,5.1,826,,,,,,,,,,
54000000,84.630969,132511035,132,V for Vendetta,7.7,4442,,,,,,,,,,
30000000,70.456012,216763646,132,Million Dollar Baby,7.7,2439,,,,,,,,,,
12000000,4.793348,10652498,132,City of Life and Death,7.6,55,,,,,,,,,,
190000000,78.291018,467365246,132,Star Trek Into Darkness,7.4,4418,,,,,,,,,,
25000000,32.105328,115922175,132,The Butler,7.2,1101,,,,,,,,,,
22000000,26.071644,92542418,132,I Am Sam,7.2,530,,,,,,,,,,
160000000,3.195174,353624124,132,X-Men: First Class,7.1,5181,,,,,,,,,,
55000000,79.922059,192330738,132,The Equalizer,7.1,2954,,,,,,,,,,
80000000,8.923215,10166502,132,The Great Raid,6.8,91,,,,,,,,,,
90000000,41.207568,250649836,132,Enemy of the State,6.7,1240,,,,,,,,,,
90000000,23.9366,65900249,132,Flags of Our Fathers,6.7,526,,,,,,,,,,
28000000,8.314624,16900000,132,Michael Collins,6.7,97,,,,,,,,,,
65000000,36.670399,117487473,132,A Knight's Tale,6.6,907,,,,,,,,,,
48000000,7.226115,35743308,132,Riding in Cars with Boys,6.5,103,,,,,,,,,,
35000000,10.10364,29882645,132,The Four Feathers,6.5,159,,,,,,,,,,
25000000,7.436491,8613462,132,The Bounty,6.5,108,,,,,,,,,,
61000000,113.161483,311256926,132,Maze Runner: The Scorch Trials,6.4,3040,,,,,,,,,,
35000000,24.616634,139000000,132,Star Trek: The Motion Picture,6.2,530,,,,,,,,,,
12000000,3.389249,30400000,132,Yentl,6.2,51,,,,,,,,,,
260000000,43.926995,284139100,132,John Carter,6.1,2124,,,,,,,,,,
50000000,23.073933,30303072,132,Assassins,6,387,,,,,,,,,,
30000000,3.845231,74787599,132,The Prince of Tides,5.9,56,,,,,,,,,,
14000000,37.380435,159157447,131,Unforgiven,7.7,1113,,,,,,,,,,
250000000,118.078691,747862775,131,X-Men: Days of Future Past,7.5,6032,,,,,,,,,,
28000000,66.169628,140767956,131,Die Hard,7.5,3948,,,,,,,,,,
35000000,26.595983,75395048,131,The Count of Monte Cristo,7.3,453,,,,,,,,,,
18000000,6.18869,9495408,131,The Red Violin,7.3,99,,,,,,,,,,
68000000,41.273567,96976270,131,Enemy at the Gates,7.2,999,,,,,,,,,,
15000000,47.006162,42000000,131,The Hurt Locker,7.2,1840,,,,,,,,,,
150000000,114.522237,682330139,131,Mission: Impossible - Rogue Nation,7.1,3224,,,,,,,,,,
52000000,30.347332,256271286,131,Erin Brockovich,7.1,716,,,,,,,,,,
72000000,15.433244,27642707,131,The Last Castle,7,285,,,,,,,,,,
6500000,12.524953,12376563,131,The Andromeda Strain,7,190,,,,,,,,,,
100000000,24.939295,93700000,131,Bicentennial Man,6.9,963,,,,,,,,,,
180000000,56.523205,407602906,131,Pacific Rim,6.7,4794,,,,,,,,,,
25000000,32.854557,42972994,131,Legend,6.7,973,,,,,,,,,,
150000000,39.004588,205366737,131,White House Down,6.4,1891,,,,,,,,,,
100000000,58.849256,347451894,131,National Treasure,6.4,1926,,,,,,,,,,
12000000,5.158067,11212294,131,Space Battleship Yamato,6.3,59,,,,,,,,,,
45000000,31.856589,82966152,131,Savages,6.2,766,,,,,,,,,,
27500000,25.633663,187500000,131,Octopussy,6.2,527,,,,,,,,,,
25100000,10.445391,29506464,131,W.,6.1,143,,,,,,,,,,
30000000,27.230493,152427960,131,A View to a Kill,6,506,,,,,,,,,,
80000000,10.81051,118880016,131,Message in a Bottle,5.8,196,,,,,,,,,,
209000000,64.928382,303025485,131,Battleship,5.5,2114,,,,,,,,,,
57000000,9.061866,62112895,131,Captain Corelli's Mandolin,5.5,145,,,,,,,,,,
3300000,44.356711,30641770,130,City of God,8.1,1814,,,,,,,,,,
40000000,74.440708,109676311,130,The Prestige,8,4391,,,,,,,,,,
3180000,42.868495,9644124,130,It's a Wonderful Life,8,1076,,,,,,,,,,
6800000,21.285206,7103838,130,Incendies,7.9,479,,,,,,,,,,
1288000,18.426825,6000000,130,Rebecca,7.7,336,,,,,,,,,,
25000000,30.537845,56505065,130,Tombstone,7.4,626,,,,,,,,,,
16000000,7.854989,29381649,130,Baby Boy,7.4,55,,,,,,,,,,
170000000,243.791743,710644566,130,Dawn of the Planet of the Apes,7.3,4410,,,,,,,,,,
50000000,22.442241,38955598,130,The Life of David Gale,7.3,480,,,,,,,,,,
28000000,57.518472,133346506,130,The Big Short,7.3,2607,,,,,,,,,,
44000000,54.884297,368875760,130,The Fugitive,7.2,1220,,,,,,,,,,
125000000,7.255718,626137675,130,Fast Five,7.1,2438,,,,,,,,,,
40000000,3.87823,9793496,130,The Express,7.1,71,,,,,,,,,,
10000000,17.663353,21587700,130,Mud,7,1068,,,,,,,,,,
200000000,77.68208,1215439994,130,Iron Man 3,6.8,8806,,,,,,,,,,
10000000,14.543435,30652890,130,Dogma,6.8,823,,,,,,,,,,
50000000,20.415572,42093706,130,Oliver Twist,6.7,274,,,,,,,,,,
58000000,59.824565,352194034,130,GoldenEye,6.6,1174,,,,,,,,,,
5500000,31.036,141195658,130,Thunderball,6.5,562,,,,,,,,,,
100000000,15.835672,155464351,130,What Lies Beneath,6.3,488,,,,,,,,,,
65000000,15.772081,128884132,130,Space Cowboys,6.3,403,,,,,,,,,,
60000000,56.868399,218340595,130,Jack Reacher,6.3,2998,,,,,,,,,,
30000000,16.698316,15395087,130,Anonymous,6.3,288,,,,,,,,,,
30000000,10.703602,31148328,130,Pride and Glory,6.3,240,,,,,,,,,,
190000000,130.311355,209154322,130,Tomorrowland,6.2,2846,,,,,,,,,,
120000000,25.752118,325756637,130,The Perfect Storm,6.2,597,,,,,,,,,,
60000000,45.514031,90565421,130,The Mortal Instruments: City of Bones,6.2,1602,,,,,,,,,,
40000000,23.331459,191185897,130,The Living Daylights,6.2,440,,,,,,,,,,
85000000,32.044191,137298489,130,Last Action Hero,6.1,712,,,,,,,,,,
66000000,54.81489,203277636,130,Need for Speed,6.1,1520,,,,,,,,,,
25000000,31.893932,86175291,130,Pain & Gain,6.1,1573,,,,,,,,,,
98000000,41.862983,433013274,130,The Mummy Returns,6,2206,,,,,,,,,,
80000000,14.209329,55041367,130,Spanglish,5.8,369,,,,,,,,,,
200000000,46.985445,491868548,130,Oz: The Great and Powerful,5.7,3530,,,,,,,,,,
50000000,94.815867,709827462,130,The Twilight Saga: New Moon,5.6,2436,,,,,,,,,,
80000000,17.455024,136159423,130,Lost in Space,5,388,,,,,,,,,,
9000000,0.717811,771499,130,Princess Kaiulani,4.8,14,,,,,,,,,,
16400000,55.458584,235860116,129,Dead Poets Society,8.1,2705,,,,,,,,,,
2000000,22.139842,13129846,129,To Kill a Mockingbird,8,657,,,,,,,,,,
5500000,28.500913,159616327,129,The Sting,7.9,622,,,,,,,,,,
1500000,12.2624,9600000,129,Mr. Smith Goes to Washington,7.9,241,,,,,,,,,,
2000000,25.894065,33965843,129,The Secret in Their Eyes,7.8,626,,,,,,,,,,
18000000,35.524457,23000000,129,Raging Bull,7.7,938,,,,,,,,,,
50000000,62.925175,109423648,129,The Game,7.5,1506,,,,,,,,,,
16000000,7.980632,53977250,129,The Verdict,7.4,131,,,,,,,,,,
45000000,45.220386,184376254,129,Inside Man,7.3,1630,,,,,,,,,,
29000000,25.767395,309208309,129,The Blind Side,7.2,1597,,,,,,,,,,
125000000,81.499621,334615000,129,Sherlock Holmes: A Game of Shadows,7,3886,,,,,,,,,,
32000000,24.147269,48814909,129,Men of Honor,7,544,,,,,,,,,,
8000000,7.235794,18124262,129,Another Year,7,97,,,,,,,,,,
40000000,31.066874,55247881,129,Extremely Loud & Incredibly Close,6.9,708,,,,,,,,,,
12000000,12.664787,19271312,129,2046,6.9,206,,,,,,,,,,
25000000,20.679652,82466670,129,The Constant Gardener,6.8,417,,,,,,,,,,
1000000,5.961119,34522221,129,Courageous,6.8,77,,,,,,,,,,
105000000,58.782359,121214377,129,Starship Troopers,6.7,1560,,,,,,,,,,
90000000,51.535701,334901337,129,Now You See Me 2,6.7,3235,,,,,,,,,,
20000000,31.802807,79114085,129,Conan the Barbarian,6.6,650,,,,,,,,,,
150000000,73.313918,424988211,129,The Matrix Revolutions,6.4,3096,,,,,,,,,,
30000000,13.268936,2527904,129,Machine Gun Preacher,6.4,286,,,,,,,,,,
38000000,10.047579,10300000,129,White Squall,6.3,86,,,,,,,,,,
10000000,3.079862,16153593,129,Mo' Better Blues,6.3,47,,,,,,,,,,
80000000,21.394281,96105964,129,The Manchurian Candidate,6.2,393,,,,,,,,,,
73000000,2.502487,229074524,129,The Lost World: Jurassic Park,6.2,2487,,,,,,,,,,
40000000,26.253357,177259441,129,He's Just Not That Into You,6.2,959,,,,,,,,,,
30000000,22.527211,219076518,129,Knocked Up,6.2,1214,,,,,,,,,,
25000000,26.576385,411006740,129,The Bodyguard,6.1,661,,,,,,,,,,
75000000,31.054334,142400065,129,The Legend of Zorro,5.9,893,,,,,,,,,,
50000000,13.365715,105197635,129,Hereafter,5.8,510,,,,,,,,,,
13500000,5.16023,187674,129,Stonewall,5.2,32,,,,,,,,,,
20000000,41.503588,88346473,128,Spotlight,7.8,2686,,,,,,,,,,
34000000,41.946523,63013281,128,The Longest Ride,7.3,1064,,,,,,,,,,
20000000,10.446722,73276047,128,The Kite Runner,7.3,394,,,,,,,,,,
40000000,45.022964,215862692,128,Dracula,7.1,1056,,,,,,,,,,
20000000,30.909699,54586584,128,Milk,7.1,612,,,,,,,,,,
90000000,57.834787,524028679,128,Sherlock Holmes,7,5766,,,,,,,,,,
60000000,57.753914,219417255,128,The Terminal,7,1910,,,,,,,,,,
35000000,27.714043,182300000,128,Cape Fear,7,675,,,,,,,,,,
25000000,1.894749,3052000,128,Waterloo,7,31,,,,,,,,,,
90000000,51.881077,366101666,128,Die Hard: With a Vengeance,6.9,2066,,,,,,,,,,
40000000,31.884559,95020213,128,42,6.8,787,,,,,,,,,,
45000000,21.118196,60222298,128,The Ghost Writer,6.7,670,,,,,,,,,,
40000000,21.661028,107458785,128,A League of Their Own,6.7,354,,,,,,,,,,
70000000,37.507136,113280098,128,Body of Lies,6.5,895,,,,,,,,,,
110000000,48.93337,383531464,128,Live Free or Die Hard,6.4,2089,,,,,,,,,,
3000000,7.924982,13000000,128,Torn Curtain,6.4,120,,,,,,,,,,
80000000,16.939441,266728738,128,Something's Gotta Give,6.3,410,,,,,,,,,,
50000000,16.871194,94000000,128,Syriana,6.3,451,,,,,,,,,,
80000000,18.69984,162944923,128,The Interpreter,6.2,392,,,,,,,,,,
1000000,2.833166,37600000,128,Tom Jones,6.1,39,,,,,,,,,,
135000000,39.604363,361832400,128,The World Is Not Enough,6,862,,,,,,,,,,
25500000,12.756344,2415472,128,Blood Ties,6,171,,,,,,,,,,
63000000,24.697533,162945894,128,World Trade Center,5.9,447,,,,,,,,,,
40000000,4.516953,24332324,128,Renaissance Man,5.9,81,,,,,,,,,,
28000000,20.267062,8555008,128,The Fifth Estate,5.7,364,,,,,,,,,,
45000000,14.513305,20350754,128,Showgirls,4.9,256,,,,,,,,,,
33000000,79.579532,327311859,127,Se7en,8.1,5765,,,,,,,,,,
63000000,40.413191,920100000,127,Jurassic Park,7.6,4856,,,,,,,,,,
48000000,80.972475,474171806,127,Indiana Jones and the Last Crusade,7.6,3152,,,,,,,,,,
8900000,17.151293,19839492,127,Amour,7.5,400,,,,,,,,,,
150000000,73.616808,385680446,127,Star Trek,7.4,4518,,,,,,,,,,
52500000,57.374341,179213434,127,Moulin Rouge!,7.4,1300,,,,,,,,,,
35000000,40.370442,41954997,127,Donnie Brasco,7.4,1147,,,,,,,,,,
20000000,29.023184,66787908,127,Selma,7.4,817,,,,,,,,,,
18000000,24.548633,5887457,127,Ed Wood,7.3,630,,,,,,,,,,
120000000,51.328145,609016565,127,Life of Pi,7.2,5797,,,,,,,,,,
70000000,48.032734,135560026,127,Stardust,7.1,1184,,,,,,,,,,
20000000,6.92592,60000000,127,Selena,7,114,,,,,,,,,,
70000000,18.888806,39041505,127,Agora,6.9,395,,,,,,,,,,
30000000,38.171417,611899420,127,The Passion of the Christ,6.9,864,,,,,,,,,,
22000000,41.967005,505000000,127,Ghost,6.9,1339,,,,,,,,,,
5000000,9.358197,28200000,127,"20,000 Leagues Under the Sea",6.8,157,,,,,,,,,,
200000000,35.149586,783766341,127,Spider-Man 2,6.7,4321,,,,,,,,,,
60000000,21.685719,87784194,127,State of Play,6.7,484,,,,,,,,,,
110000000,37.195046,299268508,127,Real Steel,6.6,2692,,,,,,,,,,
58000000,8.59075,25928721,127,The Cotton Club,6.6,68,,,,,,,,,,
25000000,24.672234,15436808,127,The Infiltrator,6.6,573,,,,,,,,,,
54000000,30.515175,190458706,127,Superman II,6.5,629,,,,,,,,,,
20000000,11.263361,75597042,127,The Rookie,6.5,110,,,,,,,,,,
140000000,24.855701,285444603,127,Lethal Weapon 4,6.3,767,,,,,,,,,,
50000000,30.397496,189859560,127,Outbreak,6.3,513,,,,,,,,,,
28000000,26.090746,195312802,127,For Your Eyes Only,6.3,490,,,,,,,,,,
90000000,61.025639,206172544,127,The Expendables 3,6.1,1795,,,,,,,,,,
70000000,31.39165,374111707,127,What Women Want,6.1,992,,,,,,,,,,
3950000,8.484123,8000000,127,Hell's Angels,6.1,19,,,,,,,,,,
50000000,18.394571,22944502,127,Domino,6,444,,,,,,,,,,
65000000,9.568884,121545703,127,Dragon Blade,5.9,145,,,,,,,,,,
30000000,8.085872,37036004,127,Keeping the Faith,5.9,159,,,,,,,,,,
170000000,77.178973,396600000,127,Snow White and the Huntsman,5.8,3118,,,,,,,,,,
10000000,4.267466,303877,127,In the Land of Blood and Honey,5.8,45,,,,,,,,,,
140000000,56.257249,150680864,127,Gods of Egypt,5.3,1277,,,,,,,,,,
23000000,53.682367,47351251,126,Her,7.9,4097,,,,,,,,,,
10000000,43.734886,225933435,126,Good Will Hunting,7.9,2811,,,,,,,,,,
140000000,120.725053,585174222,126,Iron Man,7.4,8776,,,,,,,,,,
90000000,109.528572,263920180,126,The Fifth Element,7.3,3885,,,,,,,,,,
4500000,2.551559,32000000,126,Airlift,7.3,57,,,,,,,,,,
30000000,12.821329,38413606,126,Midnight Run,7.2,238,,,,,,,,,,
1644736,3.426314,7433101,126,You Can't Take It With You,7.2,79,,,,,,,,,,
170000000,32.319043,185770160,126,Hugo,7,2141,,,,,,,,,,
35000000,44.104469,411348924,126,Batman,7,2096,,,,,,,,,,
16500000,12.102725,16942795,126,House of Sand and Fog,7,199,,,,,,,,,,
15000000,24.898687,43848069,126,Wall Street,7,546,,,,,,,,,,
8000000,0.034259,1997807,126,Limbo,7,17,,,,,,,,,,
30000000,29.489274,156835339,126,P.S. I Love You,6.9,977,,,,,,,,,,
16000000,23.425431,109502303,126,Sideways,6.9,478,,,,,,,,,,
15000000,10.84158,30226144,126,The Great Debaters,6.9,151,,,,,,,,,,
10000000,17.078656,7177143,126,Rescue Dawn,6.9,336,,,,,,,,,,
8000000,28.456572,90815558,126,The Karate Kid,6.9,891,,,,,,,,,,
92000000,27.166757,143049560,126,Spy Game,6.8,579,,,,,,,,,,
35000000,12.779201,25224242,126,North Country,6.8,125,,,,,,,,,,
39200000,64.238688,86758912,126,Snowpiercer,6.7,2854,,,,,,,,,,
18000000,37.104353,57096190,126,The Mist,6.7,1399,,,,,,,,,,
80000000,59.113174,280000000,126,Batman Returns,6.6,1673,,,,,,,,,,
150000000,63.079003,397850012,126,Mission: Impossible III,6.5,2028,,,,,,,,,,
120000000,15.953444,415440673,126,The Wolverine,6.3,4053,,,,,,,,,,
80000000,16.848899,39459427,126,The Legend of Bagger Vance,6.3,251,,,,,,,,,,
34000000,29.887404,210308099,126,Moonraker,5.9,541,,,,,,,,,,
155000000,202.042635,440603537,126,Terminator Genisys,5.8,3631,,,,,,,,,,
15000000,118.968562,274925095,125,Spirited Away,8.3,3840,,,,,,,,,,
10000000,3.208172,4069090,125,The Visual Bible: The Gospel of John,8.2,12,,,,,,,,,,
3000000,22.889294,25000000,125,The Apartment,8.1,483,,,,,,,,,,
70000000,46.199482,122919055,125,Big Fish,7.6,1994,,,,,,,,,,
26000000,44.301745,206678440,125,Philadelphia,7.6,988,,,,,,,,,,
12000000,74.358971,307166834,125,The Fault in Our Stars,7.6,3759,,,,,,,,,,
1800000,14.884756,8000000,125,A Streetcar Named Desire,7.6,281,,,,,,,,,,
35000000,31.957947,112544580,125,Saving Mr. Banks,7.3,1226,,,,,,,,,,
15000000,3.826685,67182787,125,Coal Miner's Daughter,7.2,67,,,,,,,,,,
12806000,17.363739,38535221,125,The Sea Inside,7.2,219,,,,,,,,,,
37000000,24.218358,154026136,125,The Town,7,1468,,,,,,,,,,
25000000,30.884535,441286195,125,Mrs. Doubtfire,7,1591,,,,,,,,,,
9250000,7.000949,29174648,125,The Rose,6.8,28,,,,,,,,,,
30000000,19.925026,105834556,125,About Schmidt,6.7,362,,,,,,,,,,
72000000,32.227223,96889998,125,Jarhead,6.6,765,,,,,,,,,,
14000000,27.17347,185438673,125,The Spy Who Loved Me,6.6,507,,,,,,,,,,
32500000,17.107065,288383523,125,Bridesmaids,6.5,1661,,,,,,,,,,
30000000,9.278361,41480851,125,Gridiron Gang,6.5,206,,,,,,,,,,
20000000,37.629309,12007070,125,A Most Violent Year,6.5,546,,,,,,,,,,
13000000,12.321302,2636637,125,Find Me Guilty,6.5,138,,,,,,,,,,
110000000,76.840712,362744280,125,Ocean's Twelve,6.4,2124,,,,,,,,,,
170000000,73.79505,400062763,125,TRON: Legacy,6.3,2841,,,,,,,,,,
50000000,32.927994,97607453,125,Silent Hill,6.3,1067,,,,,,,,,,
7000000,30.214716,97572000,125,The Man with the Golden Gun,6.3,524,,,,,,,,,,
30000000,11.19602,45892212,125,Black Rain,6.2,243,,,,,,,,,,
50000000,19.434672,48169156,125,G.I. Jane,6,395,,,,,,,,,,
44000000,42.933027,63327201,125,The Host,6,1817,,,,,,,,,,
70000000,14.244518,32287044,125,Hart's War,5.9,241,,,,,,,,,,
58000000,12.29603,50365377,125,Red Tails,5.9,178,,,,,,,,,,
35000000,72.774941,140795793,125,Trainwreck,5.9,1181,,,,,,,,,,
62000000,11.262655,18720175,125,3000 Miles to Graceland,5.8,178,,,,,,,,,,
78146652,13.630049,60000000,125,Duplicity,5.7,201,,,,,,,,,,
55000000,7.768223,9450897,125,All the King's Men,5.7,95,,,,,,,,,,
52000000,25.41929,216485654,125,Valentine's Day,5.7,1013,,,,,,,,,,
50000000,65.90161,212902372,125,Into the Woods,5.6,1652,,,,,,,,,,
100000000,29.608322,94061311,125,Ben-Hur,5.3,621,,,,,,,,,,
39000000,22.164202,75850624,125,Superman III,5.3,490,,,,,,,,,,
40000000,98.755657,571006128,125,Fifty Shades of Grey,5.2,3254,,,,,,,,,,
30000000,4.065212,108348,125,1911,5,41,,,,,,,,,,
125000000,50.073575,238207122,125,Batman & Robin,4.2,1418,,,,,,,,,,
18000000,78.51783,538400000,124,The Empire Strikes Back,8.2,5879,,,,,,,,,,
5000000,30.271066,26010864,124,The Elephant Man,7.9,719,,,,,,,,,,
8000000,39.338097,553171,124,Akira,7.8,773,,,,,,,,,,
13500000,30.058263,19255873,124,The Best Offer,7.7,704,,,,,,,,,,
7000000,50.152327,470654000,124,Jaws,7.5,2542,,,,,,,,,,
53000000,28.350529,83282296,124,Blow,7.4,1317,,,,,,,,,,
20000000,2.027393,27728118,124,Love & Basketball,7.4,88,,,,,,,,,,
15000000,30.669913,85306374,124,Match Point,7.3,1105,,,,,,,,,,
40000000,66.003433,158733820,124,Sin City,7.2,2691,,,,,,,,,,
32000000,33.923786,113019290,124,The Reader,7.2,813,,,,,,,,,,
20000000,32.243357,60427839,124,21 Grams,7.2,918,,,,,,,,,,
2280000,32.875469,83320000,124,Fantasia,7.2,808,,,,,,,,,,
30000000,14.179538,82150642,124,Elizabeth,7.1,334,,,,,,,,,,
20000000,20.82778,22222308,124,Reign Over Me,7.1,334,,,,,,,,,,
6500000,6.787967,22889018,124,The Wind That Shakes the Barley,7.1,154,,,,,,,,,,
42000000,28.969151,363889678,124,Notting Hill,7,1262,,,,,,,,,,
61000000,37.378081,95696996,124,Shooter,6.9,1462,,,,,,,,,,
10000000,21.258991,136836156,124,The Best Exotic Marigold Hotel,6.9,459,,,,,,,,,,
